toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
1847.02,54002556,PC,01h34m05.15s,23.5214500,-14d25m08.94s,-14.4191490,11.1680000,14.0470000,2459130.1500820,12.7645811,2.1320000,3000.0000000,4.2167600,15.1947000,550.0000000,11.6235000,190.4220000,5076.0000000,4.5300000,0.8300000,2020-11-25 14:45:53,2025-08-17 12:04:15
1848.01,219824469,FP,13h37m45.6s,204.4400060,+48d15m00.44s,48.2501230,-41.7540000,6.4500000,2459661.0743100,5.4809161,5.0310000,2770.0000000,8.6483700,856.9440000,1507.0000000,10.5038000,296.9450000,5923.0000000,4.0500000,1.6200000,2020-05-08 16:49:52,2024-03-26 12:03:01
1849.01,23740089,APC,13h52m23.92s,208.0996470,+37d44m55s,37.7486120,-6.0140000,15.6870000,2460412.0304940,9.8627560,2.3230000,4278.0000000,8.4083900,130.9020000,942.0000000,10.4985000,189.0900000,5595.0000000,4.3200000,1.1400000,2020-05-08 16:49:52,2024-09-03 14:48:11
185.01,100100827,KP,01h37m25.07s,24.3544620,-45d40m40.06s,-45.6777940,25.2430000,20.5970000,2460205.3533220,0.9414525,2.0500000,11445.0000000,15.3420000,4266.7400000,2251.0000000,8.8287000,123.4830000,6400.0000000,4.3658300,1.3500000,2018-12-20 17:24:11,2023-11-03 10:08:02
1850.01,149577217,APC,13h03m02.85s,195.7618840,+21d55m23.06s,21.9230720,-30.7180000,-2.6330000,2458931.0355900,7.3914300,1.2520000,5880.0000000,16.4641000,59.8747000,774.0000000,10.6260000,171.2050000,5224.6000000,4.2800000,1.1400000,2020-05-08 16:49:52,2021-10-29 12:59:15
1851.01,378976682,APC,13h10m59.67s,197.7486350,+06d41m11.63s,6.6865640,-64.8310000,-23.2510000,2459688.7511180,6.0179742,1.2780000,13910.0000000,10.0342000,16.6492000,562.0000000,13.1369000,274.9420000,4567.0000000,4.5300000,0.7600000,2020-05-08 16:49:52,2022-09-08 10:10:02
1852.01,219728669,PC,13h08m17.29s,197.0720250,+23d07m15.37s,23.1209370,-20.8070000,-9.7900000,2459690.3426870,2.3601883,2.4550000,21460.0000000,13.4654000,505.6230000,1321.0000000,13.4891000,543.2770000,5356.0000000,4.4900000,0.9000000,2020-05-08 16:49:52,2022-09-08 10:10:02
1853.01,73540072,CP,14h05m50.24s,211.4593470,+16d59m32.53s,16.9923700,-45.6260000,-12.3110000,2459690.7434360,1.2436239,1.2110000,1790.0000000,3.8933400,435.3300000,1272.0000000,11.3719000,165.1050000,4968.8000000,4.5000000,0.8400000,2020-05-08 16:49:52,2023-12-03 12:03:15
1854.01,157225097,PC,13h47m22.9s,206.8454280,+19d45m30.43s,19.7584540,-7.3110000,-37.1390000,2459667.1017120,2.5267353,2.2654363,17543.8769120,12.6979760,333.0417477,1089.5431103,13.0383000,346.4570000,4836.0000000,4.4500000,0.8717310,2020-05-08 16:49:52,2022-07-12 16:02:02
1855.01,81247740,CP,13h41m24.95s,205.3539530,+17d41m12.74s,17.6868720,-73.2240000,-80.7380000,2459690.6378420,1.3641482,0.9520000,7820.0000000,19.5876000,852.1620000,1505.0000000,10.6503000,176.8330000,5347.0000000,4.3300000,1.0800000,2020-05-08 16:49:52,2025-04-20 12:03:53
1856.01,224313733,FP,15h36m23.79s,234.0991450,+57d53m26.66s,57.8907380,-15.7620000,15.9960000,2459517.3387570,197.0336254,7.3380000,11900.0000000,12.0713000,1.6574400,316.0000000,10.9374000,210.4860000,5616.4000000,4.4400000,1.0000000,2020-05-08 16:49:52,2024-09-18 10:08:02
1857.01,180652891,APC,13h18m25.76s,199.6073440,+35d57m14.34s,35.9539830,6.7790000,-1.1980000,2459663.2191890,0.7759895,1.1350000,2450.0000000,10.4239000,5149.4700000,2359.0000000,9.2427000,317.5270000,7218.0000000,3.9400000,2.2600000,2020-05-08 16:49:52,2022-07-20 12:03:42
1858.01,424733642,PC,13h17m39.02s,199.4125920,+22d51m00.36s,22.8501010,-25.7180000,3.1860000,2459691.1222810,2.0912089,1.1440000,20760.0000000,18.3695000,126.0140000,933.0000000,12.8777000,205.3850000,4220.9000000,4.4900000,0.7700000,2020-05-08 16:49:52,2022-09-08 10:10:02
1859.01,229742722,CP,18h39m19.62s,279.8317640,+69d31m22.34s,69.5228730,12.1200000,-12.1560000,2460503.6870530,63.4839358,5.4570000,5357.0000000,11.1495000,23.7860000,615.0000000,9.9368900,224.3850000,6415.0000000,4.2600000,1.4000000,2020-05-08 17:43:13,2024-11-14 10:08:02
186.01,279741379,CP,03h27m00.05s,51.7501880,-63d30m00.6s,-63.5001660,355.0840000,-247.4600000,2460202.2109880,35.6134391,3.5120000,1575.0000000,3.1219400,10.8612000,505.0000000,6.9934000,16.3200000,4628.5300000,4.3223900,0.7100000,2018-12-04 21:48:30,2023-11-03 10:08:02
186.02,279741379,CP,03h27m00.05s,51.7501880,-63d30m00.6s,-63.5001660,355.0840000,-247.4600000,2460201.8249410,7.7897726,2.3760000,194.0000000,1.0008400,144.7650000,966.0000000,6.9934000,16.3200000,4628.5300000,4.3223900,0.7100000,2020-07-09 13:30:18,2023-11-15 16:02:02
1860.01,202426247,CP,15h05m49.62s,226.4567310,+64d02m51.66s,64.0476820,-122.3260000,110.5880000,2460367.1476210,1.0662082,1.1420000,151.0000000,1.0883000,876.7030000,1515.0000000,7.7885000,45.8640000,5668.0000000,4.5100000,0.9300000,2020-05-18 15:28:56,2024-05-08 10:08:01
1861.01,323295479,PC,08h43m12.03s,130.8001300,-83d03m40.53s,-83.0612580,41.5620000,-59.7590000,2458622.9252700,742.5142746,6.5744451,8486.4050981,11.1888239,11.1474457,466.0296958,9.9486000,135.7580000,5490.0000000,4.4500000,1.0611300,2020-05-18 20:24:24,2025-04-22 12:03:00
1862.01,321668398,CP,17h37m03.12s,264.2630200,+53d01m16.59s,53.0212750,-4.2890000,7.0000000,2459768.4467710,5.6442112,2.9809960,4136.2010063,11.4462895,854.7074229,1379.0312841,11.5429000,527.9950000,6310.0000000,4.1000000,1.6359100,2020-05-29 16:35:30,2023-07-05 12:02:59
1863.01,356919658,FP,18h14m19.37s,273.5807280,+57d59m34.71s,57.9929760,-4.9350000,20.0490000,2458683.8987900,1.4261100,1.7880000,1890.0000000,9.2103200,11388.0000000,2877.0000000,11.2542000,383.4320000,6404.0000000,4.3100000,1.3200000,2020-05-29 16:35:30,2021-10-29 12:59:15
1864.01,229791084,KP,18h57m46.54s,284.4439050,+69d34m15.01s,69.5708370,-5.5750000,-3.3730000,2459766.5437410,1.6453265,2.5900000,19310.0000000,19.0536000,1816.4800000,1818.0000000,12.2856000,559.0680000,6023.0000000,4.2500000,1.3200000,2020-05-29 16:35:30,2022-10-05 10:10:01
1865.01,207425203,APC,16h11m40.65s,242.9193580,+58d28m37.2s,58.4770010,5.0760000,-10.0720000,2459742.6638440,1.2239134,1.0370000,1400.0000000,7.3884900,861.5400000,1509.0000000,11.8710000,757.5720000,6618.5000000,3.9900000,1.9200000,2020-05-29 16:35:30,2022-10-05 10:10:01
1866.01,400430915,PC,19h41m31.73s,295.3822190,+57d19m32.39s,57.3256640,1.2190000,0.4630000,2459797.9001240,2.1863095,3.9576915,2983.5525823,10.9791817,4908.3013736,2134.7771952,12.6557000,1152.5000000,6728.0000000,4.0300000,1.9215300,2020-05-29 16:35:30,2024-07-17 12:02:46
1867.01,400476523,FP,19h42m14.13s,295.5588770,+59d35m20.86s,59.5891290,-3.4970000,-0.6330000,2458700.9737100,18.1067100,4.5620000,10340.0000000,19.3734000,199.6300000,1047.0000000,12.2339000,775.0540000,6615.0000000,4.1400000,1.6500000,2020-05-29 16:35:30,2021-10-29 12:59:15
1868.01,230087585,PC,16h28m30.15s,247.1256270,+69d01m51.51s,69.0309750,-2.0960000,14.4670000,2459940.4093660,8.8263579,3.4318591,5877.7480400,12.1777996,381.1216482,1126.9007140,12.6053000,766.2710000,6016.0000000,4.1000000,1.5604300,2020-05-29 16:35:30,2023-03-22 16:02:02
1869.01,299780329,PC,02h30m07.28s,37.5303280,-79d45m23.62s,-79.7565600,11.4640000,-12.7910000,2459362.7427830,1.6024387,1.0090014,1372.6016905,5.5640916,2819.6338493,1858.5229504,10.9679000,305.6010000,5435.9000000,4.2000000,1.3929400,2020-05-29 16:35:30,2022-03-22 10:10:02
187.01,260304296,APC,06h18m27.73s,94.6155410,-57d00m48.6s,-57.0135010,-8.6830000,6.3890000,2459962.9950910,0.5125807,1.6430775,5691.1921109,19.2342563,22324.2050264,3117.5523161,9.1099010,184.5290000,6725.0000000,4.1953200,1.5519500,2018-10-19 23:49:45,2023-04-04 16:02:02
1870.01,230375747,PC,19h00m04.96s,285.0206680,+63d25m47.39s,63.4298300,-0.7490000,-1.8280000,2459694.2092140,2.7633917,3.5061663,12405.1873299,16.4097207,1824.5880178,1666.9054026,12.8079000,876.3780000,6511.0000000,4.2500000,1.4310300,2020-05-29 16:35:30,2023-03-15 10:10:02
1871.01,233503636,FP,16h44m56.57s,251.2357030,+77d20m38.54s,77.3440380,2.7620000,-0.3650000,2458685.8218700,3.4061200,1.7140000,1740.0000000,8.6049500,985.6530000,1560.0000000,11.5906000,526.2430000,5955.3000000,4.0600000,1.6700000,2020-05-29 16:35:30,2021-10-29 12:59:15
1872.01,229490898,PC,19h45m01.75s,296.2573030,+64d47m30.85s,64.7919040,-5.9670000,-9.3820000,2459765.1963160,2.2349708,2.0160000,3870.0000000,11.1799000,3419.3800000,,11.9414000,608.5700000,6305.2000000,,1.5700000,2020-05-29 16:35:30,2024-06-20 12:02:45
1873.01,328933398,PC,14h10m16.43s,212.5684760,+84d22m18.69s,84.3718580,1.0670000,-2.4190000,2459753.6850260,24.9341884,4.9640000,1390.0000000,3.9346500,34.0216000,672.0000000,10.7447000,182.0140000,5699.0000000,4.4700000,0.9700000,2020-05-29 16:35:30,2022-11-15 16:02:02
1873.02,328933398,PC,14h10m16.43s,212.5684760,+84d22m18.69s,84.3718580,1.0670000,-2.4190000,2458848.6387670,900.1930987,6.3963069,1344.4884882,3.6185236,0.2651017,183.0091807,10.7447000,182.0140000,5699.0000000,4.4700000,0.9716750,2020-07-15 20:13:14,2024-10-13 12:02:54
1873.03,328933398,PC,14h10m16.43s,212.5684760,+84d22m18.69s,84.3718580,1.0670000,-2.4190000,2459583.7082870,7.0056805,3.3182125,766.8944620,3.1039232,171.8935756,923.4952393,10.7447000,182.0140000,5699.0000000,4.4700000,0.9716750,2020-10-11 17:57:39,2023-05-17 16:02:02
1874.01,232641326,APC,18h45m47.81s,281.4492100,+56d22m54.12s,56.3817010,8.6530000,1.5880000,2459756.8642890,17.8683999,5.6386950,11197.9522339,19.3843075,242.7182138,1006.6890424,11.5816000,639.0030000,7013.0000000,4.2000000,1.6355900,2020-05-29 16:35:30,2023-02-24 10:10:01
1875.01,233047097,PC,17h54m38.62s,268.6609000,+60d21m23.08s,60.3564110,-5.1090000,-9.6820000,2459857.0868570,11.3091849,1.7130000,11960.0000000,15.4356000,26.4473000,631.0000000,12.9417000,677.8740000,5817.0000000,4.2700000,1.2500000,2020-05-29 16:35:30,2023-01-31 14:54:33
1876.01,233078665,PC,18h06m26.85s,271.6118890,+62d10m36.3s,62.1767510,-4.0600000,4.8200000,2459945.3497970,6.4827647,2.2930359,4140.8329483,11.4873820,941.0164562,1412.5995193,12.8182000,1119.3200000,6748.0000000,4.1200000,1.7302500,2020-05-29 16:35:30,2023-05-15 16:02:02
1877.01,233497719,FP,16h38m04.8s,249.5199830,+77d45m23.04s,77.7564010,-4.9240000,39.6260000,2460534.0673630,3.8015910,2.7520000,18950.0000000,14.4297000,395.6970000,1242.0000000,12.8746000,565.5190000,6051.0000000,4.4800000,1.0100000,2020-05-29 16:35:31,2024-11-21 16:02:02
1878.01,219762508,PC,17h30m25.27s,262.6052710,+63d07m22.85s,63.1230140,4.2820000,-2.3030000,2459911.9077280,3.2351013,0.9645922,3974.2319128,6.9705803,662.3022648,1293.8496408,12.9737000,603.0150000,5976.0000000,4.4300000,1.0644600,2020-05-29 16:35:31,2024-09-01 12:02:56
1879.01,243335710,PC,19h19m26.78s,289.8616030,+59d40m12.4s,59.6701120,1.2460000,0.2720000,2459703.2899210,13.7045951,5.8535412,10116.0470111,17.0437214,237.5404319,1001.2767573,12.9935000,982.7680000,6531.0000000,4.2200000,1.4961100,2020-05-29 16:35:31,2024-02-15 12:03:00
188.01,280830734,APC,02h58m13.34s,44.5555880,-70d45m38.83s,-70.7607860,33.4990000,38.3240000,2458325.7753090,1.1619531,0.9592600,331.6208111,3.4842503,7309.4764762,2358.2580075,9.4668000,210.8120000,6340.3000000,4.1800000,1.6608900,2018-11-03 00:53:39,2024-12-03 16:02:01
1880.01,359357695,PC,12h10m54.28s,182.7261870,-75d07m54.95s,-75.1319300,-39.4010000,-7.2500000,2459333.8982750,1.7263781,1.7874582,10118.3539720,8.0540139,46.8519157,667.2699818,13.0614000,102.6080000,3631.4000000,4.6900000,0.5560580,2020-05-29 16:35:31,2025-07-09 16:00:02
1881.01,59859387,FP,07h21m28.72s,110.3696750,-45d34m03.85s,-45.5677370,-9.9970000,11.5840000,2459987.2073870,1.1203828,1.6650000,1901.0000000,5.9620700,4388.9600000,2267.0000000,10.2761000,294.2810000,6564.4000000,4.2600000,1.4700000,2020-05-29 16:35:31,2025-05-16 16:00:02
1882.01,396368313,PC,14h11m21.41s,212.8392010,-75d49m59.53s,-75.8332020,-6.7500000,-5.5840000,2459334.4467180,3.0898836,1.7898868,5784.3735169,18.4456585,6037.4156662,2248.1874488,11.2394000,708.5980000,8828.7000000,4.3900000,1.6313200,2020-05-29 16:35:31,2024-12-05 16:02:02
1883.01,348755728,CP,08h56m21.42s,134.0892460,-12d55m50.32s,-12.9306440,30.7500000,3.1680000,2459256.8465530,4.5063838,2.0392007,12522.9613662,5.5521734,17.9435610,524.9245790,13.3462000,115.3690000,3477.0000000,4.7430300,0.4935760,2020-05-29 16:35:31,2025-04-20 12:03:53
1884.01,219879302,PC,17h24m31.07s,261.1294560,+67d59m20.84s,67.9891210,-0.3260000,-6.8550000,2458928.3396000,6.7822781,2.6460451,10143.2450255,9.0508641,114.1304957,833.6239348,12.6183000,340.5500000,5225.0000000,4.5000000,0.8822850,2020-05-29 16:35:31,2024-11-14 10:08:02
1885.01,258510872,CP,20h18m39.65s,304.6652230,+66d09m21.43s,66.1559540,0.5400000,-3.8060000,2459736.9995440,6.5440665,3.7770000,6060.0000000,14.1513000,318.2240000,1176.0000000,11.9742000,560.9010000,6232.0000000,4.0300000,1.7600000,2020-05-29 16:35:31,2024-02-13 12:03:01
1886.01,403136415,PC,22h14m14.33s,333.5596960,-55d22m24.02s,-55.3733380,4.9300000,-8.5230000,2459062.6396150,2.5128483,2.5536063,18573.9655629,12.8342008,623.3463235,1274.3892523,13.0934000,529.3730000,5744.0000000,4.5195200,0.9240440,2020-05-29 16:35:31,2024-04-25 10:08:01
1887.01,229586455,PC,18h05m28.45s,271.3685240,+75d08m44.26s,75.1456280,-34.0460000,88.3310000,2459884.2695220,2.2001583,1.7564486,1295.5985443,2.5006782,164.3262502,913.1591724,12.2415000,138.2720000,4250.0000000,4.5804800,0.7057290,2020-05-29 16:35:31,2023-05-25 16:02:01
1888.01,459997997,FP,10h25m00.01s,156.2500320,-60d34m30.51s,-60.5751420,-21.9820000,9.1220000,2459328.0327320,5.5474850,5.4120000,3350.0000000,11.4800000,3368.0800000,2122.0000000,10.4748000,521.8290000,7397.0000000,4.1000000,2.0400000,2020-05-29 16:35:31,2021-12-07 16:02:02
1889.01,139771134,APC,21h36m30.78s,324.1282360,-52d30m47.16s,-52.5131010,20.9850000,-16.0510000,2459036.7329430,0.9134495,0.9674236,4262.0748689,5.4104686,831.1895877,1369.4455626,12.5093000,211.7940000,4791.0000000,,0.7718050,2020-05-29 16:35:31,2024-12-05 16:02:02
189.01,278866211,APC,06h43m13.87s,100.8078110,-55d14m39.75s,-55.2443760,-11.0000000,41.2140000,2460192.3105210,2.1940608,1.3300000,5980.0000000,8.0065000,523.7000000,1332.0000000,10.2638000,181.8790000,6054.0000000,4.3941600,1.0400000,2018-10-19 23:49:46,2023-10-16 16:02:02
1890.01,288636599,PC,18h38m58.68s,279.7445020,+79d14m18.06s,79.2383500,3.7850000,9.9820000,2459884.0736610,19.9676936,6.2804930,6084.3435425,10.0136343,78.6890952,759.6234924,11.6819000,372.3350000,5857.0000000,4.2600000,1.2694900,2020-05-29 16:35:31,2023-03-22 16:02:02
1891.01,139198430,APC,23h02m31.44s,345.6309860,-46d05m06.7s,-46.0851950,-24.1000000,-2.1000000,2460176.5041880,15.3617729,1.7450000,3321.0000000,14.7142000,51.0242000,,9.3059000,135.2650000,5984.0000000,4.3075200,1.2200000,2020-05-29 16:46:26,2023-11-15 16:02:02
1892.01,63698669,PC,00h20m39.68s,5.1653230,-33d59m04.11s,-33.9844760,67.0630000,-13.0270000,2458364.6294870,1837.8897313,5.1231542,784.5879336,2.2316040,22.7830749,557.2150449,9.9312000,97.4697000,5256.0000000,4.5525100,0.7952850,2020-05-29 16:46:26,2025-08-12 12:03:45
1893.01,264544388,PC,21h45m45.21s,326.4383920,+79d36m50.18s,79.6139390,23.5000000,18.4870000,2458824.8614860,,16.2000201,560.4004393,3.9646898,95.4170227,797.1246051,8.4338900,134.9120000,6996.0000000,4.2954200,1.4615100,2020-05-29 16:46:26,2021-10-29 12:59:15
1894.01,280865159,PC,06h43m11.66s,100.7985910,-78d16m51.94s,-78.2810940,39.2300000,56.8700000,2458387.0729710,739.2389832,19.1259714,3106.7675633,6.2876421,0.3623530,197.8803761,10.7519000,178.3720000,5611.0000000,4.3771800,1.0692000,2020-05-29 16:46:26,2025-08-12 12:03:45
1895.01,384159646,PC,16h14m51.23s,243.7134590,-81d40m50.15s,-81.6805970,-17.5070000,-31.8010000,2459362.9343190,748.0739416,5.0652033,4627.3105593,9.5710516,1.0296947,256.9193800,9.7556000,206.2290000,6762.0000000,4.3903100,1.3738700,2020-05-29 16:46:26,2025-07-22 12:04:25
1896.01,174302697,PC,23h28m42.87s,352.1786100,+47d20m58.28s,47.3495210,56.9570000,0.3650000,2458743.7270140,,16.1046282,2816.5224185,8.9556287,254.6407802,1018.8300331,8.8837400,169.8510000,6750.0000000,4.1856900,1.6057200,2020-05-29 16:46:26,2021-10-29 12:59:15
