toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
256.02,92226327,KP,00h44m59.67s,11.2486320,-15d16m26.79s,-15.2741090,317.5850000,-596.6170000,2459141.1004880,3.7779418,1.4759325,3469.4507390,1.5659937,5.7174182,394.3844097,11.2991000,14.9861000,3131.0000000,5.0570100,0.2155350,2018-11-30 22:06:23,2021-12-01 16:02:01
2560.01,441155146,PC,22h11m02.21s,332.7592050,-27d17m44.59s,-27.2957190,-7.1490000,-36.0770000,2458348.9189970,3.5511203,2.6340000,19660.0000000,13.8379000,258.8160000,1117.0000000,13.5328000,594.2740000,5321.0000000,4.4200000,0.9800000,2021-03-18 22:24:53,2021-10-29 12:59:15
2561.01,422385684,PC,21h14m24.11s,318.6004710,+66d24m17.29s,66.4048030,-3.1270000,-7.8480000,2459852.0461810,2.7754004,3.1420000,8510.0000000,15.2778000,966.5710000,1553.0000000,12.1504000,581.0740000,5905.0000000,4.0500000,1.6200000,2021-03-18 22:24:53,2023-02-06 10:10:02
2562.01,420177051,PC,19h28m04.55s,292.0189750,+77d22m42.99s,77.3786080,1.1830000,-8.0320000,2459770.7387170,4.0483695,2.8960000,12060.0000000,13.7660000,413.8460000,1256.0000000,12.5945000,587.1580000,6054.0000000,4.3000000,1.2400000,2021-03-18 22:24:54,2025-09-09 12:04:04
2563.01,387409975,PC,20h42m58.39s,310.7432760,+70d16m32.85s,70.2757920,-7.9490000,-3.5980000,2459828.8022980,5.0182311,2.3010000,16210.0000000,13.2480000,112.4630000,907.0000000,13.3848000,501.5800000,5487.0000000,4.4100000,1.0200000,2021-03-18 22:24:54,2022-12-05 16:02:02
2564.01,334482103,PC,08h13m05.5s,123.2729010,+09d26m51.66s,9.4476840,4.6620000,-19.3480000,2459501.9396740,3.7257237,2.3816200,8787.4795537,11.5792771,553.4075728,1237.0322556,12.4683000,486.7850000,5698.0000000,4.3300000,1.1429501,2021-03-18 22:24:54,2025-07-09 16:00:02
2565.01,321086563,PC,07h48m11.4s,117.0475140,+02d07m25.27s,2.1236850,-11.5720000,11.7190000,2459966.2574720,3.9704457,3.7793044,3689.4781363,11.7222736,1506.4365626,1588.9398662,12.3642000,801.4350000,5840.0000000,3.9000000,1.8973200,2021-03-18 22:24:54,2023-07-12 16:02:01
2566.01,284679064,PC,13h01m15.04s,195.3126750,+58d25m08.64s,58.4190670,-64.5900000,-15.4110000,2459609.3783830,4.2102425,2.9567547,9271.0628122,8.4263554,155.5183712,900.6689155,13.0599000,343.9750000,4927.6000000,4.5200000,0.8166130,2021-03-18 22:24:54,2025-08-01 10:05:58
2567.01,258920431,CP,19h13m51.76s,288.4656680,+66d20m52.58s,66.3479380,-17.0740000,9.0360000,2459390.7528600,5.9839451,5.3886513,3826.4375501,10.7016592,632.2914999,1278.9368045,11.7489000,504.7750000,5609.0000000,3.9600000,1.7176100,2021-03-18 22:24:54,2024-11-14 10:08:02
2568.01,257067559,PC,07h42m43.3s,115.6804230,+01d21m40.68s,1.3612990,-5.9940000,-0.4560000,2459251.5839460,3.4843271,3.5220000,10320.0000000,15.9782000,1741.7100000,1799.0000000,12.1040000,751.2060000,7250.0000000,4.2600000,1.5700000,2021-03-18 22:24:55,2021-11-29 12:02:15
2569.01,248655556,PC,04h29m06.92s,67.2788450,-01d54m34.32s,-1.9095320,-5.8490000,-13.4950000,2459174.6596750,13.1147744,4.3180000,3890.0000000,9.7905900,95.9399000,871.0000000,11.1769000,317.9120000,5496.1000000,4.0400000,1.5400000,2021-03-18 22:24:55,2021-10-29 12:59:15
257.01,200723869,CP,03h10m04.14s,47.5172610,-50d49m56.15s,-50.8322630,97.9120000,27.9110000,2459121.2700860,18.3877081,6.4051530,1191.0283192,6.3790962,211.2844875,972.3814218,7.0286000,76.9028000,6382.7000000,4.0500000,1.7655700,2019-01-16 19:24:30,2024-09-09 10:08:01
2570.01,239816546,CP,05h48m45.13s,87.1880400,+32d05m02.55s,32.0840430,-6.3930000,-15.8610000,2459500.7410020,2.9887654,2.9847247,15493.9490407,14.0699828,690.1555373,1307.2435081,11.9775000,361.8570000,5639.0000000,4.3400000,1.1214100,2021-03-18 22:24:55,2024-11-15 16:02:02
2571.01,239638934,FP,22h14m22.3s,333.5929050,+32d29m24.43s,32.4901190,-3.0420000,-14.9410000,2458760.8182320,6.0027375,4.1640000,6100.0000000,8.7280600,475.0150000,,10.5284000,184.5140000,5633.0000000,,1.0800000,2021-03-18 22:24:55,2021-10-29 12:59:15
2572.01,234489133,PC,07h37m03.29s,114.2636880,+06d43m00.38s,6.7167730,-2.3320000,-8.6940000,2459247.4331220,3.5985851,4.0150000,6710.0000000,11.8109000,1318.0200000,1678.0000000,13.2580000,1038.2000000,6303.0000000,4.2100000,1.4500000,2021-03-18 22:24:55,2022-07-20 12:03:42
2573.01,160037058,PC,22h26m50.27s,336.7094760,-39d47m21.69s,-39.7893580,34.9770000,-17.3290000,2459080.8778190,4.5815438,3.3670000,19550.0000000,15.1889000,290.5930000,1150.0000000,13.1657000,593.9370000,5525.0000000,4.3700000,1.0700000,2021-03-18 22:24:55,2021-10-29 12:59:15
2574.01,159332859,PC,15h31m14.29s,232.8095270,+79d16m02.02s,79.2672270,-0.4620000,5.1110000,2459760.3986970,4.4817684,2.1860000,21180.0000000,19.0204000,277.6610000,1137.0000000,12.8810000,834.0380000,6734.0000000,4.4100000,1.2500000,2021-03-18 22:24:55,2022-10-05 10:10:01
2575.01,142784687,PC,10h15m11.91s,153.7996420,+72d00m36.85s,72.0102360,-7.7030000,-3.6360000,2459603.6503280,3.1711207,3.6276575,8504.6805867,13.9247290,1369.1513607,1551.4315362,13.1520000,928.1490000,6140.0000000,4.1800000,1.4561800,2021-03-18 22:24:56,2023-05-25 16:02:01
2576.01,115453244,PC,05h34m36.95s,83.6539610,+30d24m22.95s,30.4063740,4.9480000,-17.4240000,2459544.2384080,3.8229149,3.1710000,11780.0000000,13.5313000,598.3400000,1377.0000000,12.2323000,430.4600000,6166.4000000,4.3400000,1.2100000,2021-03-18 22:24:56,2022-03-10 16:02:01
2577.01,112316665,PC,07h28m05.51s,112.0229790,-34d20m35.2s,-34.3431120,-5.2600000,0.3470000,2459252.5215480,3.7494409,2.4520000,4860.0000000,13.2544000,1186.5100000,1635.0000000,11.5955000,786.5900000,7899.0000000,4.1600000,1.8900000,2021-03-18 22:24:56,2021-11-29 12:02:15
2578.01,104986789,PC,04h32m12.5s,68.0521020,+52d15m09.56s,52.2526550,4.4010000,-33.7670000,2459911.4801000,3.4580018,2.6231719,10218.2558380,14.7324849,1028.4855924,1444.3395468,10.5863000,285.5300000,6427.8000000,4.3500000,1.2663000,2021-03-18 22:24:56,2023-03-06 16:02:02
2579.01,103751498,KP,10h29m38.96s,157.4123410,+70d31m37.5s,70.5270830,-46.5270000,-9.5970000,2459600.1173190,3.7146478,3.8350000,12620.0000000,15.2308000,698.1480000,1432.0000000,10.9101000,281.4980000,5783.0000000,4.2100000,1.3200000,2021-03-18 22:24:56,2022-06-28 16:02:02
258.01,350445771,FP,05h41m52.18s,85.4674250,-56d44m25.64s,-56.7404550,-7.5860000,19.1470000,2458326.8042710,3.1901569,1.8262867,3648.2442456,15.1464610,2876.2951268,1867.7902797,11.0932000,530.5550000,6474.5700000,4.2636300,1.9895800,2018-12-04 21:48:44,2023-11-01 10:08:02
2580.01,102713734,CP,04h08m47.81s,62.1992070,+67d06m59.49s,67.1165260,10.7670000,-5.1740000,2458839.4532570,3.3978620,4.5020000,9960.0000000,18.3834000,2031.4700000,1870.0000000,10.8064000,379.2530000,6590.0000000,4.0500000,1.8300000,2021-03-18 22:24:56,2025-08-27 12:03:56
2581.01,37862966,PC,04h23m25.17s,65.8548720,-10d28m18.4s,-10.4717790,17.5380000,0.8570000,2459192.5436480,3.5838508,3.0850000,12480.0000000,12.4141000,409.7710000,1253.0000000,12.9754000,515.1790000,5450.0000000,4.3500000,1.0800000,2021-03-18 22:24:56,2024-10-29 12:02:50
2582.01,21279791,PC,18h29m10.03s,277.2917910,+48d03m35.78s,48.0599380,10.7280000,-5.4790000,2459772.2862160,3.0183134,2.7800000,8960.0000000,9.1086500,388.4390000,,12.4848000,348.1350000,5238.0000000,,0.9300000,2021-03-18 22:24:57,2022-10-11 16:02:02
2583.01,7548817,CP,18h09m04.09s,272.2670290,+45d20m12.84s,45.3369000,7.6820000,5.0140000,2459735.8960930,4.5207400,4.1750000,8520.0000000,13.7321000,713.8590000,1440.0000000,12.0453000,566.1890000,6050.0000000,4.1400000,1.4900000,2021-03-18 22:24:57,2023-12-03 12:03:15
2584.01,458641144,PC,08h20m26.11s,125.1087960,+07d35m20.09s,7.5889130,-4.1800000,0.5610000,2459245.2948000,4.6965638,3.0560000,12380.0000000,16.2589000,459.9030000,1290.0000000,12.7310000,840.1010000,6502.7000000,4.2500000,1.4300000,2021-03-18 22:24:57,2024-01-23 12:02:45
2585.01,62530991,FP,08h50m10.01s,132.5417150,-02d58m46.71s,-2.9796430,-70.1650000,-85.3010000,2459986.9422140,4.0266483,2.3120000,754.0000000,1.9018900,213.7350000,1065.0000000,9.8961000,89.4090000,5276.5000000,4.6000000,0.7800000,2021-03-24 23:38:13,2023-03-06 10:10:02
2586.01,458647887,PC,08h21m41.15s,125.4214680,+06d20m05.8s,6.3349450,-5.2720000,-0.8200000,2459242.4102110,9.5835608,2.4050000,1150.0000000,12.6233000,372.1920000,1223.0000000,10.5050000,336.7330000,5781.0000000,3.8900000,1.9100000,2021-03-24 23:38:13,2022-04-19 12:02:07
2587.01,68007716,CP,07h43m43.61s,115.9317100,-01d04m24s,-1.0733330,22.0110000,-25.3350000,2459244.7522320,5.4566563,3.7830000,4160.0000000,10.9408000,381.0780000,1230.0000000,10.9657000,373.6750000,5674.8000000,4.0400000,1.7200000,2021-03-24 23:38:13,2023-12-03 12:03:15
2588.01,284418751,PC,07h16m12.01s,109.0500500,-45d12m53.46s,-45.2148510,-5.7040000,12.0710000,2459962.8509220,3.5871580,1.2300000,3120.0000000,10.0104000,177.3120000,1016.0000000,10.6713000,413.0580000,6495.7000000,4.2600000,1.7500000,2021-03-29 18:39:45,2023-07-12 16:02:01
2589.01,157698565,CP,07h09m57.16s,107.4881500,-37d13m51.41s,-37.2309480,-18.9830000,8.3220000,2459973.6400120,61.6277000,6.4010000,8878.0000000,11.7392000,21.7464000,601.0000000,10.7211000,200.2730000,5581.0000000,4.1600000,1.0700000,2021-03-29 18:41:38,2023-07-12 10:10:02
259.01,12862099,KP,00h15m36.79s,3.9032730,-11d56m17.75s,-11.9382640,15.2810000,-30.0470000,2458386.5781180,2.4238226,2.2484015,16167.1783697,12.2562719,549.9140520,1235.0753497,12.3993000,364.5120000,5410.0000000,4.4791900,0.9300000,2018-11-30 22:06:23,2021-12-08 10:10:01
2590.01,234832821,PC,06h31m12.1s,97.8004080,+03d28m13.75s,3.4704860,-3.2760000,-13.5540000,2459226.4582350,0.7460577,1.7540000,240.0000000,1.7772500,6994.6100000,2547.0000000,9.4735100,139.1510000,6162.0000000,4.4000000,1.1300000,2021-04-07 21:46:03,2023-02-01 12:02:43
2591.01,229285649,FP,06h32m05.81s,98.0241930,+11d51m08.22s,11.8522830,8.9420000,-12.2750000,2459544.8817960,8.4930270,3.7330000,20750.0000000,20.9820000,246.7180000,1104.0000000,10.7669000,316.2280000,6287.0000000,4.2300000,1.4100000,2021-04-07 21:46:03,2025-01-20 12:03:29
2592.01,284122875,PC,07h13m58.7s,108.4945670,+01d57m51.41s,1.9642810,-7.7780000,-3.3040000,2459226.2151730,3.4559382,4.2100000,2840.0000000,,733.7210000,1449.0000000,10.8710000,592.7140000,9290.0000000,4.0800000,,2021-04-07 21:46:03,2021-11-29 12:02:15
2593.01,258983679,PC,07h00m53.65s,105.2235610,+08d05m44.42s,8.0956710,4.0210000,-7.6870000,2459226.3800170,1.4711386,1.6770000,839.0000000,6.7021700,1889.2600000,1836.0000000,10.3513000,436.8020000,6514.0000000,3.8800000,2.1900000,2021-04-07 21:46:03,2022-07-06 12:02:40
2594.01,229167359,PC,06h04m51.93s,91.2163910,+08d21m54.62s,8.3651730,0.2820000,-3.7900000,2459227.0180660,2.6828140,0.9870000,1080.0000000,23.5198000,852.8550000,1505.0000000,10.2626000,1295.5000000,8528.0000000,,5.2800000,2021-04-07 21:46:03,2021-10-29 12:59:15
2595.01,151284882,APC,06h05m35.99s,91.3999690,+14d21m24.89s,14.3569150,6.5380000,-16.1240000,2459547.6085030,3.8174210,2.4700000,1000.0000000,3.3250700,529.5960000,1336.0000000,10.7212000,212.3830000,6033.7000000,4.4700000,1.0200000,2021-04-07 21:46:03,2022-03-11 10:10:02
2596.01,37089434,APC,06h32m02.87s,98.0119400,-05d28m47.26s,-5.4797940,49.9200000,-31.8070000,2459220.2867780,16.2709828,1.8350000,5870.0000000,6.8163100,5.8318200,432.0000000,10.9058000,127.7340000,4811.0000000,4.4500000,0.8700000,2021-04-07 21:46:03,2021-11-29 12:02:15
2597.01,220139435,PC,06h36m05.05s,99.0210220,+08d25m48.73s,8.4302020,-11.6260000,-7.7630000,2459221.2812980,3.6039259,3.7370000,940.0000000,9.2038900,1930.9600000,1846.0000000,9.5360000,457.1780000,7080.0000000,3.6700000,3.0500000,2021-04-07 21:46:04,2021-10-29 12:59:15
2598.01,12036590,FP,06h04m56.1s,91.2337610,-01d08m03.29s,-1.1342480,11.1890000,-65.7550000,2459226.8011690,5.7343600,1.1460000,17740.0000000,21.0528000,19.8561000,588.0000000,10.9766000,107.2560000,4405.0000000,4.4100000,0.8600000,2021-04-07 21:46:04,2025-01-08 12:03:11
2599.01,235333495,PC,06h53m25.72s,103.3571510,+07d15m59.8s,7.2666110,-2.0400000,-5.9400000,2459219.6256830,4.1554362,6.0880000,1020.0000000,11.1924000,2704.6200000,2009.0000000,10.9402000,836.3940000,6352.0000000,3.4400000,3.5300000,2021-04-07 21:46:04,2021-10-29 12:59:15
260.01,37749396,CP,00h19m05.52s,4.7730180,-09d57m58.14s,-9.9661500,-36.5930000,-301.4350000,2458392.2940180,13.4758478,2.0643913,708.9461601,1.9840882,10.1837519,455.6136246,8.4991000,20.1852000,4111.0000000,4.6461000,0.6181730,2018-11-30 22:06:23,2024-11-18 16:02:01
2600.01,234160911,PC,06h45m38s,101.4083310,+00d40m06.79s,0.6685530,-2.8640000,4.8920000,2459216.7498790,5.3376282,2.1430000,2060.0000000,16.1323000,63.1216000,785.0000000,10.2760000,380.4220000,4825.0000000,,3.5000000,2021-04-07 21:46:04,2023-12-03 12:03:15
